MOVIE_ID,NAME,GENRES,STORYLINE,TAGS
6521915,事出有姻,剧情,中意两国首部合拍电影的《事出有姻》筹备三年终于在成都正式开机，黄海波也将牵手意大利女星古欣娜塔，联手演绎一段跨国恋情。据了解，该电影讲述一个成都厨师与意大利厨娘因不同的美食文化而碰撞出令人啼笑皆非又温馨浪漫的爱情故事。,爱情/国产电影/W王丽坤/美食/意大利/中国电影/≧2/H黄海波
26828028,喜剧王,喜剧/爱情,油嘴滑舌的二大大（崔笛 饰）相亲遇见白富美莎莎（刘洋影子 饰），对其一见倾心，为了迎娶白富美，二大大接受了莎莎提出的任务考验：一夜之间，12个小时之内，亲吻不同类型的六个女孩子，并发送亲吻的照片给莎莎，以示证明亲吻成功。这是一个高难的、刺激的、有趣的任务。,喜剧
